pattern,size,support,support_pct,wins,losses,win_confidence,loss_confidence,win_lift,loss_lift,avg_pnl,net_pnl
age=0-5m + confidence=60-70 + sl_atr=normal + weighted_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
age=0-5m + confidence=60-70 + sl_atr=normal + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
age=0-5m + confidence=60-70 + sl_quality=D + weighted_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
age=0-5m + confidence=60-70 + sl_quality=D + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
age=0-5m + confidence=60-70 + weighted_score=25-27 + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + local_trend=BEARISH + momentum_disagreement,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + local_trend=BEARISH + potential_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + local_trend=BEARISH + quality=B,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + local_trend=BEARISH + rr=1.5-2.2,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + local_trend=BEARISH + score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + local_trend=BEARISH + signal=SETUP,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + local_trend=BEARISH + sl_atr=normal,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + local_trend=BEARISH + sl_quality=D,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + local_trend=BEARISH + weighted_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + local_trend=BEARISH + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + momentum_disagreement + potential_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + momentum_disagreement + quality=B,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + momentum_disagreement + rr=1.5-2.2,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + momentum_disagreement + score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + momentum_disagreement + signal=SETUP,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + momentum_disagreement + sl_atr=normal,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + momentum_disagreement + sl_quality=D,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + momentum_disagreement + weighted_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + momentum_disagreement + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + potential_score=25-27 + quality=B,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + potential_score=25-27 + rr=1.5-2.2,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + potential_score=25-27 + score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + potential_score=25-27 + signal=SETUP,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + potential_score=25-27 + sl_atr=normal,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + potential_score=25-27 + sl_quality=D,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + potential_score=25-27 + weighted_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + potential_score=25-27 + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + quality=B + rr=1.5-2.2,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + quality=B + score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + quality=B + signal=SETUP,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + quality=B + sl_atr=normal,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + quality=B + sl_quality=D,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + quality=B + weighted_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + quality=B + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + rr=1.5-2.2 + score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + rr=1.5-2.2 + signal=SETUP,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + rr=1.5-2.2 + sl_atr=normal,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + rr=1.5-2.2 + sl_quality=D,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + rr=1.5-2.2 + weighted_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + rr=1.5-2.2 + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + score=25-27 + signal=SETUP,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + score=25-27 + sl_atr=normal,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + score=25-27 + sl_quality=D,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + score=25-27 + weighted_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + score=25-27 + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + signal=SETUP + sl_atr=normal,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + signal=SETUP + sl_quality=D,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + signal=SETUP + weighted_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + signal=SETUP + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + sl_atr=normal + sl_quality=D,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + sl_atr=normal + weighted_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + sl_atr=normal + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + sl_quality=D + weighted_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + sl_quality=D + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + direction=SHORT + weighted_score=25-27 + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + momentum_disagreement + potential_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + momentum_disagreement + quality=B,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + momentum_disagreement + rr=1.5-2.2,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + momentum_disagreement + score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + momentum_disagreement + signal=SETUP,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + momentum_disagreement + sl_atr=normal,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + momentum_disagreement + sl_quality=D,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + momentum_disagreement + weighted_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + momentum_disagreement + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + potential_score=25-27 + quality=B,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + potential_score=25-27 + rr=1.5-2.2,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + potential_score=25-27 + score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + potential_score=25-27 + signal=SETUP,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + potential_score=25-27 + sl_atr=normal,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + potential_score=25-27 + sl_quality=D,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + potential_score=25-27 + weighted_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + potential_score=25-27 + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + quality=B + rr=1.5-2.2,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + quality=B + score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + quality=B + signal=SETUP,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + quality=B + sl_atr=normal,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + quality=B + sl_quality=D,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + quality=B + weighted_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + quality=B + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + rr=1.5-2.2 + score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + rr=1.5-2.2 + signal=SETUP,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + rr=1.5-2.2 + sl_atr=normal,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + rr=1.5-2.2 + sl_quality=D,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + rr=1.5-2.2 + weighted_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + rr=1.5-2.2 + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + score=25-27 + signal=SETUP,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + score=25-27 + sl_atr=normal,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + score=25-27 + sl_quality=D,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + score=25-27 + weighted_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + score=25-27 + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + signal=SETUP + sl_atr=normal,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + signal=SETUP + sl_quality=D,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + signal=SETUP + weighted_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + signal=SETUP + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + sl_atr=normal + sl_quality=D,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + sl_atr=normal + weighted_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + sl_atr=normal + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + sl_quality=D + weighted_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + sl_quality=D + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + local_trend=BEARISH + weighted_score=25-27 + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + potential_score=25-27 + quality=B,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + potential_score=25-27 + rr=1.5-2.2,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + potential_score=25-27 + score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + potential_score=25-27 + signal=SETUP,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + potential_score=25-27 + sl_atr=normal,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + potential_score=25-27 + sl_quality=D,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + potential_score=25-27 + weighted_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + potential_score=25-27 + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + quality=B + rr=1.5-2.2,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + quality=B + score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + quality=B + signal=SETUP,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + quality=B + sl_atr=normal,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + quality=B + sl_quality=D,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + quality=B + weighted_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + quality=B + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + rr=1.5-2.2 + score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + rr=1.5-2.2 + signal=SETUP,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + rr=1.5-2.2 + sl_atr=normal,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + rr=1.5-2.2 + sl_quality=D,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + rr=1.5-2.2 + weighted_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + rr=1.5-2.2 + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + score=25-27 + signal=SETUP,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + score=25-27 + sl_atr=normal,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + score=25-27 + sl_quality=D,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + score=25-27 + weighted_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + score=25-27 + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + signal=SETUP + sl_atr=normal,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + signal=SETUP + sl_quality=D,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + signal=SETUP + weighted_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + signal=SETUP + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + sl_atr=normal + sl_quality=D,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + sl_atr=normal + weighted_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + sl_atr=normal + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + sl_quality=D + weighted_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + sl_quality=D + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + momentum_disagreement + weighted_score=25-27 + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + potential_score=25-27 + quality=B + rr=1.5-2.2,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + potential_score=25-27 + quality=B + score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + potential_score=25-27 + quality=B + signal=SETUP,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + potential_score=25-27 + quality=B + sl_atr=normal,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + potential_score=25-27 + quality=B + sl_quality=D,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + potential_score=25-27 + quality=B + weighted_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + potential_score=25-27 + quality=B + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + potential_score=25-27 + rr=1.5-2.2 + score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + potential_score=25-27 + rr=1.5-2.2 + signal=SETUP,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + potential_score=25-27 + rr=1.5-2.2 + sl_atr=normal,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + potential_score=25-27 + rr=1.5-2.2 + sl_quality=D,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + potential_score=25-27 + rr=1.5-2.2 + weighted_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + potential_score=25-27 + rr=1.5-2.2 + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + potential_score=25-27 + score=25-27 + signal=SETUP,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + potential_score=25-27 + score=25-27 + sl_atr=normal,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + potential_score=25-27 + score=25-27 + sl_quality=D,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + potential_score=25-27 + score=25-27 + weighted_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + potential_score=25-27 + score=25-27 + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + potential_score=25-27 + signal=SETUP + sl_atr=normal,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + potential_score=25-27 + signal=SETUP + sl_quality=D,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + potential_score=25-27 + signal=SETUP + weighted_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + potential_score=25-27 + signal=SETUP + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + potential_score=25-27 + sl_atr=normal + sl_quality=D,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + potential_score=25-27 + sl_atr=normal + weighted_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + potential_score=25-27 + sl_atr=normal + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + potential_score=25-27 + sl_quality=D + weighted_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + potential_score=25-27 + sl_quality=D + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + potential_score=25-27 + weighted_score=25-27 + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + quality=B + rr=1.5-2.2 + score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + quality=B + rr=1.5-2.2 + signal=SETUP,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + quality=B + rr=1.5-2.2 + sl_atr=normal,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + quality=B + rr=1.5-2.2 + sl_quality=D,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + quality=B + rr=1.5-2.2 + weighted_score=25-27,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
confidence=60-70 + quality=B + rr=1.5-2.2 + with_or_neutral_local_trend,4,2,10.0,0,2,0.0,1.0,0.0,1.1765,-294.19018239,-588.38036477
